idProjects,ProjectName,FirstDataSource,ProjectWebpage,FacebookPage,ProjectTwitter,Comments
12689,"Developing a collaborative editing platform for information about companies' behaviour with respect to their society, environment",Digital Social Innovation Database,Not found,NULL,NULL,
12690,Digital Me,Digital Social Innovation Database,https://www.digitalme.co.uk/,NULL,NULL,
12691,DOMO5,Digital Social Innovation Database,Not found,NULL,NULL,
12692,EduKit,Digital Social Innovation Database,https://www.edukit.org.uk/,NULL,NULL,
12698,How Ecommerce CRM Software Can Boost Your Store’s Growth,Digital Social Innovation Database,Not found,NULL,NULL,Spam
12700,Impact Hub King's Cross,Digital Social Innovation Database,https://kingscross.impacthub.net/about-us/,NULL,NULL,
12701,Importance and Need of Using a Conveyancer's Service,Digital Social Innovation Database,Not found,NULL,NULL,Spam
12702,IMPRESORES 3D A L'ABAST DE TOTS,Digital Social Innovation Database,Not found,NULL,NULL,
12703,Information sur l'accessiblité de l'immobilier public,Digital Social Innovation Database,Not found,NULL,NULL,
12704,INNOVACI�N SOCIAL DIGITAL,Digital Social Innovation Database,Not found,NULL,NULL,
12706,JamesJhon,Digital Social Innovation Database,Not found,NULL,NULL,
12707,Lab Notes,Digital Social Innovation Database,Not found,NULL,NULL,
12712,LION IT,Digital Social Innovation Database,Not found,NULL,NULL,
12713,MedKnowledge Hub,Digital Social Innovation Database,Not found,NULL,NULL,
12714,MedKnowledge Hub,Digital Social Innovation Database,Not found,NULL,NULL,Duplicate
12716,Museo dell'Informatica Funzionante,Digital Social Innovation Database,Not found,NULL,NULL,
12718,P2P carsharing,Digital Social Innovation Database,Not found,NULL,NULL,
12721,SIGCHI's Iran chapter: empowering local HCI to create a better shared sociotechnical future,Digital Social Innovation Database,Not found,NULL,NULL,
12724,TekSlate,Digital Social Innovation Database,https://tekslate.com/,NULL,NULL,Not SI
12725,The UK's Village Noticeboard,Digital Social Innovation Database,Not found,NULL,NULL,
12726,The world's platform for politics,Digital Social Innovation Database,Not found,NULL,NULL,
12727,VÅGA digital platform,Digital Social Innovation Database,Not found,NULL,NULL,
12728,Wallspot,Digital Social Innovation Database,http://wallspot.org/en/about-us/,NULL,NULL,
12735,How Ecommerce CRM Software Can Boost Your Store’s Growth,Digital Social Innovation Database,Not found,NULL,NULL,Spam
12736,Information sur l'accessiblité de l'immobilier public,Digital Social Innovation Database,Not found,NULL,NULL,
12737,INNOVACI�N SOCIAL DIGITAL,Digital Social Innovation Database,Not found,NULL,NULL,Duplicate
12739,VÅGA digital platform,Digital Social Innovation Database,Not found,NULL,NULL,Duplicate
12839,Training and employment centre Good Job,SI-drive,Not found,NULL,NULL,
12842,Foursquare for Development,SI-drive,Not found,NULL,NULL,
12844,,SI-drive,Not found,NULL,NULL,
12845,The program for professional training of persons who acquired higher education,SI-drive,Not found,NULL,NULL,
12858,Active ageing,SI-drive,Not found,NULL,NULL,
12860,Health phone,SI-drive,http://www.healthphone.org/why-healthphone.htm,NULL,NULL,
12861,Health promotion in the workplace,SI-drive,Not found,NULL,NULL,
12862,Health school for patients with arterial hypertension (AH),SI-drive,Not found,NULL,NULL,
12863,Museum of discovery and invention Eureka,SI-drive,Not found,NULL,NULL,
12866,The oblast campaign Smoke-free space based on the international action method Quit and win,SI-drive,Not found,NULL,NULL,
12867,Town of health,SI-drive,Not found,NULL,NULL,
12871,Sotará Milk Producers Association,SI-drive,Not found,NULL,NULL,
12872,Alternative City,SI-drive,Not found,NULL,NULL,
12894,Neighbourhood Network in Palliative Care,SI-drive,Not found,NULL,NULL,
12896,The Nanjing Association of Collaborators,SI-drive,Not found,NULL,NULL,
12917,Sakhrah Womens Cooperative,SI-drive,Not found,NULL,NULL,
12918,From trashes to values,SI-drive,Not found,NULL,NULL,
12919,ALSO DEAF CHILDREN WANT TO STAY TO LIVE AT HOME,SI-drive,Not found,NULL,NULL,
12937,Community service for migrant workers in XiaYi community,SI-drive,Not found,NULL,NULL,
12938,community service in Hemu community of Hangzhou,SI-drive,Not found,NULL,NULL,
12939,Hangzhou NSK-WANDA Group,SI-drive,Not found,NULL,NULL,
12940,Quality of life for elderly and mutual help in Hemu community of Hangzhou,SI-drive,Not found,NULL,NULL,
12941,The 3-3 model of employment services in Yifeng city,SI-drive,Not found,NULL,NULL,
12942,The case of social protection for the juvenile in Wanzai city of Jiangxi province,SI-drive,Not found,NULL,NULL,
12943,The charitable shops,SI-drive,Not found,NULL,NULL,
12944,The honeycomb-like office for entrepreneur in Hangzhou,SI-drive,Not found,NULL,NULL,
12945,The Public Employment Service System in Hangzhou,SI-drive,Not found,NULL,NULL,
12946,The Sailing Project of Entrepreneurial Innovation Action by the Foundation of Zhejiang Youth Entrepreneurs,SI-drive,Not found,NULL,NULL,
12947,The Youth Association of Filial Piety in Hangzhou,SI-drive,Not found,NULL,NULL,
12949,voluntary teams of elderly service,SI-drive,Not found,NULL,NULL,
12950,Wanfeng Auto Holding Groups Promote Harmonious Labor Relations by Promoting Wild Horse Spirits,SI-drive,Not found,NULL,NULL,
12951,Xiezhi Hotel,SI-drive,Not found,NULL,NULL,
12952,Xiezhi Hotel (update),SI-drive,Not found,NULL,NULL,
12953,Yuantong Smart Elderly Care,SI-drive,Not found,NULL,NULL,
12989,Autonomous nonprofit organization Center for social protection and support of the elderly,SI-drive,Not found,NULL,NULL,
13016,seamstresses weaving social dynamics,SI-drive,Not found,NULL,NULL,
13017,Special Coffee and Honey from Sierra Nevada de Santa Marta,SI-drive,Not found,NULL,NULL,
13035,Bike Courses for Women,SI-drive,Not found,NULL,NULL,
13045,Orionis Walcheren: Functional Measurement,SI-drive,Not found,NULL,NULL,
13062,Family Hall,SI-drive,Not found,NULL,NULL,
13065,Growing up,SI-drive,Not found,NULL,NULL,
13068,Join in – Saving energy pays off,SI-drive,Not found,NULL,NULL,
13075,Ombudsman Wien Energie,SI-drive,Not found,NULL,NULL,
13084,Socially Disadvantaged – On Eye Level,SI-drive,Not found,NULL,NULL,
13106,Food security and development of productive and sustainable alternatives in Afro Colombian communities from the Medio Atrato,SI-drive,Not found,NULL,NULL,
13110,Innovation Centre for Young Entrepreneurs,SI-drive,Not found,NULL,NULL,
13129,Taxi and Private Hire Freephones,SI-drive,Not found,NULL,NULL,Spam
13156,Saiatu,SI-drive,Not found,NULL,NULL,link flagged as dangerous  www.saiatu.org/
13157,Atención en Salud Integral a la población indígena altamente móvil,SI-drive,Not found,NULL,NULL,
13159,Making Mischief,SI-drive,Not found,NULL,NULL,
13175,Start for all,SI-drive,Not found,NULL,NULL,
13188,Education and Lifelong Learning,SI-drive,Not found,NULL,NULL,
13196,Child in a chair in a day,SI-drive,Not found,NULL,NULL,
13210,Pedestrian SCOOT,SI-drive,https://trl.co.uk/projects/pedestrian-scoot-system,NULL,NULL,
13214,Trading Times,SI-drive,https://www.tradingtimes.org.uk/,NULL,NULL,Not SI
13217,Sowing future in the indigenous community of La Maria,SI-drive,Not found,NULL,NULL,
13220,"Fishermen of Purricha, community based associative model",SI-drive,Not found,NULL,NULL,
13237,Four Platforms aiming at promoting employment and social integration of the disabled in Ningbo,SI-drive,Not found,NULL,NULL,
13245,The resettlement program for Jiangshan city,SI-drive,Not found,NULL,NULL,
13255,Piloting intensive family outreach support in Serbia,SI-drive,Not found,NULL,NULL,
13260,Go For Life,SI-drive,https://go4life.nia.nih.gov/,NULL,NULL,
13269,Istanbul Centre for Women Employment and Entrepreneurship,SI-drive,Not found,NULL,NULL,
13280,KogCheck and the memory bus,SI-drive,Not found,NULL,NULL,
13282,The Introduction of Public Access Defibrillation in Austria,SI-drive,Not found,NULL,NULL,
13283,Training and Supervision of Diabetes Mellitus Patients,SI-drive,Not found,NULL,NULL,
13296,Industrial Poverty Alleviation Model Characterized by Self-relieved Production for Rural Population in Jiangxi Province,SI-drive,Not found,NULL,NULL,
13319,Local government in Haishu district of Ningbo purchases the home-based caring services,SI-drive,Not found,NULL,NULL,
13320,Trading times,SI-drive,https://www.tradingtimes.org.uk/,NULL,NULL,"Duplicate 1323, not SI?"
13323,The Foundation of Narada Cooperation,SI-drive,Not found,NULL,NULL,
13344,stop bullying,SI-drive,https://www.stopbullying.gov/,NULL,NULL,
13356,Shared Space Sonnenfeldplatz,SI-drive,Not found,NULL,NULL,
13358,The use of familistic norms in the industrial management,SI-drive,Not found,NULL,NULL,
13371,Low Cost Suspension Bridges,SI-drive,Not found,NULL,NULL,
13392,"Hand knitted fabrics in alpaca clothing from the Peruvian Andes, Pachamama, S.A.",SI-drive,Not found,NULL,NULL,
13399,Templederry community wind farm,SI-drive,https://tippenergy.ie/projects/templederry-community-wind-farm/,NULL,NULL,
13415,Compass of hope,SI-drive,Not found,NULL,NULL,
13416,Self-Managing Teams Sint Monica,SI-drive,Not found,NULL,NULL,
13422,The Microcredit Programme,SI-drive,Not found,NULL,NULL,
13438,QUANDO,SI-drive,Not found,NULL,NULL,
13470,Scattered hospitality,SI-drive,Not found,NULL,NULL,
13506,Family Housing for Students,SI-drive,Not found,NULL,NULL,
13510,The Eco-Eco Group,SI-drive,Not found,NULL,NULL,
13528,"Four models to promote public employment service in Lean county, Jiangxi province.",SI-drive,Not found,NULL,NULL,
13538,Dream Catchers,SI-drive,Not found,NULL,NULL,
13544,Iyeza Express,SI-drive,Not found,NULL,NULL,
13578,Fare car,SI-drive,http://www.torbay.gov.uk/roads/travel/community-transport/fare-car/,NULL,NULL,
13580,Ten Thousand Green Homes,SI-drive,Not found,NULL,NULL,
13603,S&T for Persons with disabilities,SI-drive,Not found,NULL,NULL,
13620,Chocolateria Cris – from idea to realisation,SI-drive,Not found,NULL,NULL,
13629,Make your old phone useful. Recycle!,SI-drive,Not found,NULL,NULL,
13651,Elderly care service Programme,SI-drive,Not found,NULL,NULL,
13654,Oman Cancer Association,SI-drive,Not found,NULL,NULL,
13656,Science Cafe,SI-drive,Not found,NULL,NULL,Too vague
13660,Sports in Education,SI-drive,Not found,NULL,NULL,
13666,"Disabled Persons Federation (DPF) of Dinghai District, Zhoushan",SI-drive,Not found,NULL,NULL,
13667,"Zhoushan Grid management, team-based services",SI-drive,Not found,NULL,NULL,
13678,Social Care and Employment Hub,SI-drive,Not found,NULL,NULL,
13679,Trainning centres Incororte,SI-drive,Not found,NULL,NULL,
13695,Neighbourhood Cooperation with Small-scale Farmers,SI-drive,Not found,NULL,NULL,
13709,Strengthening Popular Finances,SI-drive,Not found,NULL,NULL,
13710,Centre for development of Municipality of Tinjan,SI-drive,Not found,NULL,NULL,
13719,Towards a Powerful Civil Society for Empowering Women and Children and protecting them against Domestic Violence in Giza Governorate,SI-drive,Not found,NULL,NULL,
13772,Senior alert,SI-drive,https://plus.rjl.se/index.jsf?nodeId=43903&nodeType=13,NULL,NULL,
13783,AMC Explore Albania Application,SI-drive,Not found,NULL,NULL,
13784,Buy Albanian Products – Kooperativa 87,SI-drive,Not found,NULL,NULL,
13786,National Green Ideas Competition,SI-drive,Not found,NULL,NULL,
13787,To know the world through the voice,SI-drive,Not found,NULL,NULL,
13806,Rickshaw-pullers Association for Mobile Business Opportunity,SI-drive,Not found,NULL,NULL,
13807,Parking bay sensors,SI-drive,Not found,NULL,NULL,
13811,Building-garten,SI-drive,Not found,NULL,NULL,
13814,Green Schools of Russia,SI-drive,http://ecamir.ru/projects/Programma-Zelenyie-shkolyi-Rossii.html,NULL,NULL,
13817,Jewel girls,SI-drive,http://jewelgirls.ru/,NULL,NULL,
13818,MamaWorks,SI-drive,"https://www.mamaworks.com/fr/

",NULL,NULL,Duplicate 1141
13819,NADIN Hairdressing Salon,SI-drive,Not found,NULL,NULL,
13820,The Timurites of information society,SI-drive,Not found,NULL,NULL,
13828,Basildon community transport service,SI-drive,http://www.basildoncts.co.uk/,NULL,NULL,
13842,E-Werk Prad Energy Cooperative,SI-drive,http://www.e-werk-prad.it/geschichte/,NULL,NULL,
13876,Catering services provided by people with intellectual difficulties,Marias World Foundation,https://www.mariasworld.org/en/projects.html,,,Page has several project descriptions
13879,"Sofia, a city of social commitment: Good practices for the inclusion of people with intellectual difficulties",Marias World Foundation,https://www.mariasworld.org/en/projects.html,,,Page has several project descriptions
13880,Equal access to art for people with intellectual difficulties,Marias World Foundation,https://www.mariasworld.org/en/projects/on-going-projects.html,,,Page has several project descriptions
13882,Development and implementation of a programme to improve the quality of training in occupational and social skills for adults with intellectual difficulties,Marias World Foundation,Not found,,,
13883,"Societies- Support of CSOs in empowering technical skills, inclusion of people with disabilities and EU standards in South-East Europe",Marias World Foundation,Not found,,,
